month,division,line,num_passengers,additional platform time,additional train time,total_apt,total_att,over_five_mins
2023-07-01,B DIVISION,F,8309432.8,1.588525189,0.1642254305,13053772.173,1233868.5777,1457439.5
2023-05-01,B DIVISION,M,4372635.5,1.8342860375,0.3625368975,7944146.752,1571998.2126,918569.1
2023-06-01,A DIVISION,S 42nd,779598.8,0.436837826,-0.103120806,332224.2465,-80114.60934,6501.8
2023-02-01,B DIVISION,S Fkln,301133.1,0.486355294,0.031560761,145897.4945,9530.427333,9009.3
2023-04-01,B DIVISION,N,4535447.9,1.4128696145,0.478623527,6387489.438,2127846.9327,782541.4
2023-10-01,B DIVISION,A,8765890.3,1.1991338485,0.9158282785,10410020.874,7908088.34,1688383
2023-03-01,B DIVISION,A,8134713.6,1.2796817835,0.884059357,10286056.051,7222111.833,1565637.2
2023-10-01,B DIVISION,JZ,3035458.9,2.425219957,0.53127589,7411652.492,1618937.4546,603734.5
2023-03-01,B DIVISION,W,2866517.9,1.126012712,0.1194227755,3209675.386,339738.9,332993.4
2023-02-01,B DIVISION,A,6274035,1.219499354,0.7756449995,7574383.879,4812231.054,1137722.8
2023-02-01,B DIVISION,JZ,2357854.2,1.251667226,0.445816494,2926392.304,1058091.428,400733.4
2023-02-01,B DIVISION,S Rock,36094.3,0.7569458585,-0.9746836545,27260.38983,-35191.04833,3321
2023-06-01,B DIVISION,N,5271034,1.494204577,0.564300802,7852988.47,2947328.246,1025421.4
2023-09-01,A DIVISION,2,5255559.5,1.298655112,0.3671284445,6821831.564,1906153.256,734831
2023-12-01,B DIVISION,S Fkln,360782,0.846552733,0.0162474445,305775.5533,5734.364833,16473.8
2023-01-01,B DIVISION,G,2784271.4,0.972560877,0.6104255845,2708229.464,1673479.3995,473242.5
2023-03-01,B DIVISION,S Fkln,385100.5,0.5422284635,-0.0106663975,207212.17553,-4194.2601667,14696.7
2023-02-01,A DIVISION,3,3953015.9,0.8287842525,0.333431375,3260641.154,1328606.7235,388810.7
2023-01-01,B DIVISION,B,4491122.6,1.5324224705,0.799216586,6783400.077,3599424.643,928815.8
2023-08-01,A DIVISION,2,6539982.2,2.238762895,0.3729873725,14702211.34,2423055.802,917214.4
2023-05-01,B DIVISION,F,9293434.2,1.4632383985,0.2440138235,13528790.829,2160585.7095,1640170.2
2023-07-01,B DIVISION,G,2752044.6,1.26046522,0.740664462,3449528.641,1997788.925,506448.3
2023-12-01,A DIVISION,4,7309360.7,1.08303124,0.3969413205,7913207.862,2900883.858,988378.9
2023-03-01,B DIVISION,B,4940839.1,2.1002909065,0.8712655825,10205403.281,4423257.713,1156301.1
2023-05-01,B DIVISION,R,7796063.1,1.6558567755,0.2268189705,12866004.731,1717689.8828,1504524.2
2023-08-01,B DIVISION,R,8067041.5,1.60390503,0.084379553,12929022.296,676717.3885,1577459.6
2023-06-01,A DIVISION,2,6857406.9,1.325578873,0.134209841,9109961.29,874602.4895,847414.7
2023-08-01,B DIVISION,S Rock,72190.1,0.8954215035,-0.6561974675,64195.986,-41821.86416,7949.2
2023-10-01,B DIVISION,B,5374594.6,1.5925528655,0.620467695,8433287.878,3458380.353,1125391.7
2023-08-01,A DIVISION,7,9743782.8,1.40877126,0.5220430115,13765611.832,5094239.813,1081107.5
2023-10-01,B DIVISION,N,5609430.6,1.3775044695,0.4563588935,7746176.848,2545048.915,1040642.5
2023-09-01,B DIVISION,R,7056351.3,1.3197195865,0.0458141445,9259566.617,305245.54263,1223681
2023-06-01,B DIVISION,L,6249621.2,1.0938874535,0.5665867045,6840124.043,3539299.033,551707
2023-02-01,B DIVISION,B,3866378.2,1.6495495885,0.7351072575,6349470.16,2923213.6778,837569.1
2023-07-01,B DIVISION,JZ,2652816.1,1.6101003435,0.3345793265,4278066.268,886631.3073,496406.9
2023-09-01,A DIVISION,3,4057610.1,1.026957219,0.342709317,4197578.943,1408861.5551,468776.5
2023-03-01,B DIVISION,R,7792946.2,1.747881421,0.192171782,13549239.058,1472969.1132,1504029.9
2023-03-01,A DIVISION,6,11182544.2,0.978059061,0.556553052,10928534.369,6240982.027,1087595.9
2023-07-01,B DIVISION,L,5847836,0.7632265115,0.4923787885,4463317.406,2878576.407,397629.2
2023-03-01,A DIVISION,S 42nd,751764.2,0.4863855525,-0.1029315825,352522.5631,-77939.86983,8820
2023-08-01,A DIVISION,4,7559819.1,0.9499380055,0.395724861,7185875.156,2995156.765,916429.4
2023-01-01,B DIVISION,C,4213318.1,1.655236317,0.5301887195,6976304.962,2253909.0775,737581.1
2023-01-01,A DIVISION,S 42nd,735193.2,0.442915217,-0.1039859205,318157.0018,-76876.03366,9874.5
2023-02-01,B DIVISION,E,10680298.5,0.982303457,0.316131383,10434801.907,3059286.846,1422635.7
2023-06-01,B DIVISION,R,7686712,1.6764894025,0.1936686985,12849352.379,1468649.8385,1517252.7
